comment,other_contrapuntal,voices_p6_up,other_pres_type,phrase_number,voice_role_fifth,composition_number,voice_role_lo1_nim,start_measure,voices_p6_lo,cadence_role_cantz,cadence_alter,voice_role_fourth,other_formulas,voice_role_lo2_nim,cadence_final_tone,voice_role_up1_nim,voice_role_up2_nim,stop_measure,earlier_phrase,cadence_role_tenz,voices_p3_up,voice_role_un_oct,voice_role_dux2,voice_role_dux1,timestamp,voices_53_lo,repeat_exact_varied,analyst,voice_role_below,text_treatment,voices_53_up,voices_p3_lo,cadence_kind,voice_role_above,voice_role_com2,repeat_kind,voice_role_com1
In middle of phrase.,,None,None,"DC0705.6: La lune, et en laissa les cieulx,",None,DC0705: Soleil qui tout voit par ma foy,None,19,None,T,"Displaced, Inverted",None,,None,G,None,None,20,None,Ct,None,None,None,None,09/07/2013 10:39:07,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,S,None,"DC0705.6: La lune, et en laissa les cieulx,",None,DC0705: Soleil qui tout voit par ma foy,None,20,T,None,,None,,None,None,None,None,21,None,None,None,None,None,None,09/07/2013 10:38:26,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,None,"DC0705.6: La lune, et en laissa les cieulx,",None,DC0705: Soleil qui tout voit par ma foy,None,18,None,None,,None,Romanesca,None,None,None,None,19,None,None,Ct,None,None,None,09/07/2013 10:37:58,None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
,,None,None,DC0705.5: Si d'Endimion print envie,None,DC0705: Soleil qui tout voit par ma foy,None,17,None,None,,None,,None,None,None,None,18,None,None,None,None,None,None,09/07/2013 10:37:22,None,None,"Magruder, Katherine",None,None,None,None,NoCadence,None,None,None,None
,,None,None,DC0705.5: Si d'Endimion print envie,None,DC0705: Soleil qui tout voit par ma foy,None,15,None,None,,None,,None,None,None,None,18,None,None,None,None,None,None,09/07/2013 10:37:00,B,None,"Magruder, Katherine",None,None,S,None,None,None,None,None,None
,,S,None,DC0705.5: Si d'Endimion print envie,None,DC0705: Soleil qui tout voit par ma foy,None,15,T,None,,None,,None,None,None,None,17,None,None,None,None,None,None,09/07/2013 10:36:36,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,HR Simple,DC0705.5: Si d'Endimion print envie,None,DC0705: Soleil qui tout voit par ma foy,None,15,None,None,,None,,None,None,None,None,15,None,None,None,None,None,None,09/07/2013 10:36:07,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
"Repeats mm. 3-4 of phrase 1, and all of phrase 2.",,None,None,"DC0705.4: Pourquoy regarde-tu m'amye,",None,DC0705: Soleil qui tout voit par ma foy,None,11,None,None,,None,,None,None,None,None,15,1,None,None,None,None,None,09/07/2013 10:35:39,None,Varied,"Magruder, Katherine",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,"DC0705.4: Pourquoy regarde-tu m'amye,",None,DC0705: Soleil qui tout voit par ma foy,None,11,None,None,,None,,None,None,None,None,11,None,None,None,None,None,None,09/07/2013 10:33:48,None,None,"Magruder, Katherine",None,Text Pause,None,None,None,None,None,None,None
,,None,None,"DC0705.3: Je suis quasi jaloux de toy,",None,DC0705: Soleil qui tout voit par ma foy,None,10,None,None,,None,,None,D,None,None,11,None,None,None,None,None,None,09/07/2013 10:32:51,None,None,"Magruder, Katherine",None,None,None,None,Plagal,None,None,None,None
,,S,None,"DC0705.3: Je suis quasi jaloux de toy,",None,DC0705: Soleil qui tout voit par ma foy,None,9,T,None,,None,,None,None,None,None,11,None,None,None,None,None,None,09/07/2013 10:31:58,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,None,"DC0705.3: Je suis quasi jaloux de toy,",None,DC0705: Soleil qui tout voit par ma foy,None,8,None,None,,None,,None,None,None,None,11,None,None,None,None,None,None,09/07/2013 10:31:38,B,None,"Magruder, Katherine",None,None,Ct,None,None,None,None,None,None
,,None,HR Dance,"DC0705.3: Je suis quasi jaloux de toy,",None,DC0705: Soleil qui tout voit par ma foy,None,10,None,None,,None,,None,None,None,None,10,None,None,None,None,None,None,09/07/2013 10:30:51,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,None,"DC0705.2: Il ne fault ja que te le nie,",None,DC0705: Soleil qui tout voit par ma foy,None,6,None,S,,None,,None,G,None,None,7,None,T,None,None,None,None,09/07/2013 10:30:30,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,None,"DC0705.2: Il ne fault ja que te le nie,",None,DC0705: Soleil qui tout voit par ma foy,None,5,None,T,Displaced,None,,None,B-flat,None,None,5,None,B,None,None,None,None,09/07/2013 10:29:54,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,None,"DC0705.2: Il ne fault ja que te le nie,",None,DC0705: Soleil qui tout voit par ma foy,None,4,None,None,,None,,None,None,None,None,5,None,None,S,None,None,None,09/07/2013 10:27:27,None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
,,None,None,"DC0705.1: Soleil qui tout voit par ma foy,",None,DC0705: Soleil qui tout voit par ma foy,None,3,None,None,,None,,None,None,None,None,4,None,None,None,None,None,None,09/07/2013 10:26:50,None,None,"Magruder, Katherine",None,None,None,None,NoCadence,None,None,None,None
,,None,None,"DC0705.1: Soleil qui tout voit par ma foy,",None,DC0705: Soleil qui tout voit par ma foy,None,2,None,None,,None,,None,D,None,None,3,None,None,None,None,None,None,09/07/2013 10:26:23,None,None,"Magruder, Katherine",None,None,None,None,Plagal,None,None,None,None
,,None,None,"DC0705.1: Soleil qui tout voit par ma foy,",None,DC0705: Soleil qui tout voit par ma foy,None,3,None,None,,None,,None,None,None,None,3,None,None,None,None,None,None,09/07/2013 10:25:17,None,None,"Magruder, Katherine",None,Text Pause,None,None,None,None,None,None,None
,,S,HR Dance,"DC0705.1: Soleil qui tout voit par ma foy,",None,DC0705: Soleil qui tout voit par ma foy,None,1,T,None,,None,,None,None,None,None,2,None,None,None,None,None,None,09/07/2013 10:24:50,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,None,"DC0409.8: Souffre languir, et mourir tout ensemble.",None,DC0409: Jamais amour n'aura ceste puissance,None,57,None,None,,None,,None,None,None,None,65,2,None,None,None,None,None,08/07/2013 21:33:37,None,Varied,"Romey, John",None,None,None,None,None,None,None,Da Capo,None
,,None,None,"DC0409.8: Souffre languir, et mourir tout ensemble.",None,DC0409: Jamais amour n'aura ceste puissance,None,51,None,None,,None,,None,None,None,None,57,1,None,None,None,None,None,08/07/2013 21:33:15,None,Varied,"Romey, John",None,None,None,None,None,None,None,Da Capo,None
,,None,None,"DC0409.8: Souffre languir, et mourir tout ensemble.",None,DC0409: Jamais amour n'aura ceste puissance,None,44,None,None,,None,,None,None,None,None,52,2,None,None,None,None,None,08/07/2013 21:32:48,None,Exact,"Romey, John",None,None,None,None,None,None,None,Da Capo,None
,,None,None,"DC0409.7: Partz donc amour, et le cœur qui n’est tien,",None,DC0409: Jamais amour n'aura ceste puissance,None,38,None,None,,None,,None,None,None,None,44,1,None,None,None,None,None,08/07/2013 21:31:26,None,Exact,"Romey, John",None,None,None,None,None,None,None,Da Capo,None
,,,,"DC0409.6: Pour ne servir aulx amoureux d’exemple,",,DC0409: Jamais amour n'aura ceste puissance,,36,,Ct,"Displaced, Inverted",,,,D,,,38,,S,,,,,08/07/2013 21:31:07,,,"Romey, John",,None,,,Authentic,,,None,
,,None,FI,"DC0409.6: Pour ne servir aulx amoureux d’exemple,",None,DC0409: Jamais amour n'aura ceste puissance,None,33,None,None,,None,,None,None,None,None,35,None,None,None,S,None,T,08/07/2013 21:30:02,None,None,"Romey, John",None,None,None,None,None,None,None,None,S
,,,,"DC0409.5: Contente suis désormais n’estre rien,",,DC0409: Jamais amour n'aura ceste puissance,,31,,,,,,,D,,,33,,,,,,,08/07/2013 21:29:14,,,"Romey, John",,None,,,Plagal,,,None,
,,None,FI,"DC0409.5: Contente suis désormais n’estre rien,",T,DC0409: Jamais amour n'aura ceste puissance,None,30,None,None,,None,,None,None,None,None,32,None,None,None,None,None,None,08/07/2013 21:28:54,None,None,"Romey, John",None,None,None,None,None,None,None,None,T
,,None,NIM,"DC0409.5: Contente suis désormais n’estre rien,",None,DC0409: Jamais amour n'aura ceste puissance,None,28,None,None,,None,,S,None,S,Ct,30,None,None,None,None,None,None,08/07/2013 21:28:18,None,None,"Romey, John",None,None,None,None,None,None,None,None,None
,,None,None,"DC0409.5: Contente suis désormais n’estre rien,",None,DC0409: Jamais amour n'aura ceste puissance,None,28,None,None,,None,,None,None,None,None,28,None,None,None,None,None,None,08/07/2013 21:27:28,None,None,"Romey, John",None,Text Pause,None,None,None,None,None,None,None
metrically offset,,None,None,"DC0409.4: A de plusieurs l’espoir pris, et mon bien.",None,DC0409: Jamais amour n'aura ceste puissance,None,20,None,None,,None,,None,None,None,None,28,2,None,None,None,None,None,08/07/2013 21:26:28,None,Exact,"Romey, John",None,None,None,None,None,None,None,Direct Repeat,None
metrically offset,,None,None,"DC0409.3: Puis que la mort par sa grande inconstance,",None,DC0409: Jamais amour n'aura ceste puissance,None,14,None,None,,None,,None,None,None,None,21,1,None,None,None,None,None,08/07/2013 21:26:02,None,Exact,"Romey, John",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,"DC0409.2: De commander à ce qui n’est plus sien,",None,DC0409: Jamais amour n'aura ceste puissance,None,13,None,S,,None,,None,G,None,None,14,None,T,None,None,None,None,08/07/2013 21:25:03,None,None,"Romey, John",None,None,None,None,Authentic,None,None,None,None
,,None,FI,"DC0409.2: De commander à ce qui n’est plus sien,",None,DC0409: Jamais amour n'aura ceste puissance,None,10,None,None,,None,,None,None,None,None,14,None,None,None,T,None,S,08/07/2013 21:24:43,None,None,"Romey, John",None,None,None,None,None,None,None,None,T
,Invertible Counterpoint,None,ID,"DC0409.2: De commander à ce qui n’est plus sien,",T,DC0409: Jamais amour n'aura ceste puissance,None,7,None,None,,None,,None,None,None,None,10,None,None,None,None,S,None,08/07/2013 21:24:17,None,None,"Romey, John",None,None,None,None,None,None,Ct,None,T
,,None,None,"DC0409.1: Jamais amour n’aura ceste puissance,",None,DC0409: Jamais amour n'aura ceste puissance,None,5,None,S,,None,,None,B-flat,None,None,7,None,T,None,None,None,None,08/07/2013 21:23:51,None,None,"Romey, John",None,None,None,None,Authentic,None,None,None,None
,,None,FI,"DC0409.1: Jamais amour n’aura ceste puissance,",None,DC0409: Jamais amour n'aura ceste puissance,None,3,None,None,,None,,None,None,None,None,7,None,None,None,None,None,S,08/07/2013 21:23:34,None,None,"Romey, John",None,None,None,None,None,None,None,None,T
,,None,PEn Stacked,"DC0409.1: Jamais amour n’aura ceste puissance,",None,DC0409: Jamais amour n'aura ceste puissance,None,1,None,None,,T,,None,None,None,None,4,None,None,None,Ct,Ct,None,08/07/2013 21:23:18,None,None,"Romey, John",None,None,None,None,None,None,None,None,B
repeat of measures 25-29 only,,None,None,"DC0408.8: Plaisir, prouffit, honneur, advancement.",None,DC0408: Amour se doibt figurer une rose,None,33,None,None,,None,,None,None,None,None,38,8,None,None,None,None,None,08/07/2013 21:21:08,None,Varied,"Romey, John",None,None,None,None,None,None,None,Final Repeat,None
stays in duple meter but same rhythmically as original triple meter version ,,None,None,"DC0408.8: Plaisir, prouffit, honneur, advancement.",None,DC0408: Amour se doibt figurer une rose,None,30,None,None,,None,,None,None,None,None,33,7,None,None,None,None,None,08/07/2013 21:20:18,None,Exact,"Romey, John",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,"DC0408.8: Plaisir, prouffit, honneur, advancement.",None,DC0408: Amour se doibt figurer une rose,None,30,None,None,,None,,None,None,None,None,30,None,None,None,None,None,None,08/07/2013 21:19:34,None,None,"Romey, John",None,Text Pause,None,None,None,None,None,None,None
,,None,None,"DC0408.8: Plaisir, prouffit, honneur, advancement.",None,DC0408: Amour se doibt figurer une rose,None,27,None,S,,None,,None,G,None,None,29,None,T,None,None,None,None,08/07/2013 21:19:18,None,None,"Romey, John",None,None,None,None,Authentic,None,None,None,None
,,None,FI,"DC0408.8: Plaisir, prouffit, honneur, advancement.",None,DC0408: Amour se doibt figurer une rose,None,26,None,None,,None,,None,None,None,None,27,None,None,None,Ct,None,Ct,08/07/2013 21:18:59,None,None,"Romey, John",None,None,None,None,None,None,None,None,None
,,None,PEn,"DC0408.8: Plaisir, prouffit, honneur, advancement.",B,DC0408: Amour se doibt figurer une rose,None,25,None,None,,None,,None,None,None,None,28,None,None,None,None,S,T,08/07/2013 21:18:32,None,None,"Romey, John",None,None,None,None,None,None,None,None,None
,,None,None,DC0610.10: Nostre curé souvent m’en a preschée.,None,DC0610: Un bon vieillard qui n'avoit que le bec,None,43,None,None,,None,,None,None,None,None,51,10,None,None,None,None,None,08/07/2013 21:17:56,None,Exact,"Babcock, Stuart",None,None,None,None,None,None,None,Final Repeat,None
,,None,None,"DC0408.7: Mais d’amytié l’on en peult retirer,",None,DC0408: Amour se doibt figurer une rose,None,24,None,None,,None,,None,D,None,None,25,None,None,None,None,None,None,08/07/2013 21:17:45,None,None,"Romey, John",None,None,None,None,Plagal,None,None,None,None
,,None,HR Dance,"DC0408.7: Mais d’amytié l’on en peult retirer,",None,DC0408: Amour se doibt figurer une rose,None,20,None,None,,None,,None,None,None,None,25,None,None,None,None,None,None,08/07/2013 21:17:23,None,None,"Romey, John",None,None,None,None,None,None,None,None,None
,,None,None,"DC0408.6: A quelque fin, pour un contentement ",None,DC0408: Amour se doibt figurer une rose,None,19,None,S,,None,,None,D,None,None,20,None,T,None,None,None,None,08/07/2013 21:17:04,None,None,"Romey, John",None,None,None,None,Authentic,None,None,None,None
,,None,None,DC0610.10: Nostre curé souvent m’en a preschée.,None,DC0610: Un bon vieillard qui n'avoit que le bec,None,42,None,S,,None,,None,G,None,None,43,None,T,None,None,None,None,08/07/2013 21:16:56,None,None,"Babcock, Stuart",None,None,None,None,Authentic,None,None,None,None
,,None,FI,"DC0408.6: A quelque fin, pour un contentement ",None,DC0408: Amour se doibt figurer une rose,None,18,None,None,,None,,None,None,None,None,19,None,None,None,T,None,Ct,08/07/2013 21:16:41,None,None,"Romey, John",None,Text Overlap,None,None,None,None,None,None,T
,,S,None,DC0610.10: Nostre curé souvent m’en a preschée.,None,DC0610: Un bon vieillard qui n'avoit que le bec,None,40,T,None,,None,,None,None,None,None,42,None,None,S,None,None,None,08/07/2013 21:16:27,B,None,"Babcock, Stuart",None,None,S,Ct,None,None,None,None,None
,Invertible Counterpoint,None,PEn,DC0610.10: Nostre curé souvent m’en a preschée.,None,DC0610: Un bon vieillard qui n'avoit que le bec,None,36,None,None,,None,,None,None,None,None,41,None,None,None,B,S,T,08/07/2013 21:15:40,None,None,"Babcock, Stuart",None,None,None,None,None,None,Ct,None,B
,,None,None,DC0408.5: Car amour n’est qu’un desir d’aspirer,None,DC0408: Amour se doibt figurer une rose,None,18,None,None,,None,,None,None,None,None,18,None,None,None,None,None,None,08/07/2013 21:15:38,None,None,"Romey, John",None,Text Overlap,None,None,NoCadence,None,None,None,None
,,S,None,DC0408.5: Car amour n’est qu’un desir d’aspirer,None,DC0408: Amour se doibt figurer une rose,None,12,T,None,,None,,None,None,None,None,15,None,None,None,None,None,None,08/07/2013 21:15:20,None,None,"Romey, John",None,None,None,None,None,None,None,None,None
,,None,None,DC0408.4: Qui bien au vray la veult considerer ,None,DC0408: Amour se doibt figurer une rose,None,6,None,None,,None,,None,None,None,None,11,2,None,None,None,None,None,08/07/2013 21:15:04,None,Exact,"Romey, John",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,"DC0408.3: Mais amytié est trop plus grande chose,",None,DC0408: Amour se doibt figurer une rose,None,1,None,None,,None,,None,None,None,None,6,1,None,None,None,None,None,08/07/2013 21:14:47,None,Exact,"Romey, John",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,"DC0408.2: Dont pour un temps l’odeur on peult tirer,",None,DC0408: Amour se doibt figurer une rose,None,9,None,S,,None,,None,G,None,None,11,None,T,None,None,None,None,08/07/2013 21:14:10,None,None,"Romey, John",None,None,None,None,Authentic,None,None,None,None
,,None,HR Simple,"DC0408.2: Dont pour un temps l’odeur on peult tirer,",None,DC0408: Amour se doibt figurer une rose,None,6,None,None,,None,,None,None,None,None,8,None,None,None,None,None,None,08/07/2013 21:13:45,None,None,"Romey, John",None,None,None,None,None,None,None,None,None
,,None,None,"DC0408.2: Dont pour un temps l’odeur on peult tirer,",None,DC0408: Amour se doibt figurer une rose,None,6,None,None,,None,,None,None,None,None,6,None,None,None,None,None,None,08/07/2013 21:13:29,None,None,"Romey, John",None,Text Pause,None,None,None,None,None,None,None
,,None,None,"DC0408.1: Amour se doibt figurer une rose,",None,DC0408: Amour se doibt figurer une rose,None,5,None,Ct,,None,,None,D,None,None,6,None,None,None,None,None,None,08/07/2013 21:13:17,None,None,"Romey, John",None,None,None,None,Phrygian,None,None,None,None
,,None,HR Dactyll,"DC0408.1: Amour se doibt figurer une rose,",None,DC0408: Amour se doibt figurer une rose,None,2,None,None,,None,,None,None,None,None,2,None,None,None,None,None,None,08/07/2013 21:12:23,None,None,"Romey, John",None,None,None,None,None,None,None,None,None
,,None,HR Stagger,"DC0408.1: Amour se doibt figurer une rose,",None,DC0408: Amour se doibt figurer une rose,None,1,None,None,,None,,None,None,None,None,1,None,None,None,None,None,None,08/07/2013 21:11:56,None,None,"Romey, John",None,None,None,None,None,None,None,None,None
,,None,None,DC0407.8: Amour se doibt figurer une rose.,None,"DC0407: Plaisir, prouffit, honneur, advancement",None,42,None,S,,None,,None,G,None,None,44,None,T,None,None,None,None,08/07/2013 21:06:29,None,None,"Romey, John",None,None,None,None,Authentic,None,None,None,None
,,None,FI,DC0407.8: Amour se doibt figurer une rose.,None,"DC0407: Plaisir, prouffit, honneur, advancement",None,41,None,None,,T,,None,None,None,None,42,None,None,None,None,None,None,08/07/2013 21:06:05,None,None,"Romey, John",None,None,None,None,None,None,None,None,T
,,None,PEn,DC0407.8: Amour se doibt figurer une rose.,None,"DC0407: Plaisir, prouffit, honneur, advancement",None,38,None,None,,T,,None,None,None,None,40,None,None,None,None,S,None,08/07/2013 21:05:32,None,None,"Romey, John",None,None,None,None,None,None,None,None,T
,,None,HR Stagger,DC0407.8: Amour se doibt figurer une rose.,None,"DC0407: Plaisir, prouffit, honneur, advancement",None,36,None,None,,None,,None,None,None,None,37,None,None,None,None,None,None,08/07/2013 21:04:50,None,None,"Romey, John",None,None,None,None,None,None,None,None,None
,,None,FI,DC0407.8: Amour se doibt figurer une rose.,None,"DC0407: Plaisir, prouffit, honneur, advancement",None,34,None,None,,None,,None,None,None,None,36,None,None,None,T,None,S,08/07/2013 21:04:36,None,None,"Romey, John",None,None,None,None,None,None,None,None,T
,,None,None,"DC0407.7: Feust un rosier, lors dirois sans nul craindre,",None,"DC0407: Plaisir, prouffit, honneur, advancement",None,33,None,S,,None,,None,B-flat,None,None,35,None,T,None,None,None,None,08/07/2013 21:04:12,None,None,"Romey, John",None,None,None,None,Authentic,None,None,None,None
,,None,FI,"DC0407.7: Feust un rosier, lors dirois sans nul craindre,",None,"DC0407: Plaisir, prouffit, honneur, advancement",None,32,None,None,,None,,None,None,None,None,33,None,None,None,None,None,S,08/07/2013 21:03:49,None,None,"Romey, John",None,None,None,None,None,None,None,None,None
,,None,HR Stagger,"DC0407.7: Feust un rosier, lors dirois sans nul craindre,",None,"DC0407: Plaisir, prouffit, honneur, advancement",None,31,None,None,,None,,None,None,None,None,34,None,None,None,None,None,None,08/07/2013 21:03:24,None,None,"Romey, John",None,None,None,None,None,None,None,None,None
T silent B early entry on G,,,,"DC0407.6: En une fleur, et que mortelle chose",,"DC0407: Plaisir, prouffit, honneur, advancement",,30,,S,"Displaced, Evaded",,,,B-flat,,,31,,Ct,,,,,08/07/2013 21:03:08,,,"Romey, John",,None,,,Authentic,,,None,
,,S,None,"DC0407.6: En une fleur, et que mortelle chose",None,"DC0407: Plaisir, prouffit, honneur, advancement",None,27,T,None,,None,,None,None,None,None,28,None,None,None,None,None,None,08/07/2013 21:01:42,None,None,"Romey, John",None,None,None,None,None,None,None,None,None
,,None,FI,"DC0407.6: En une fleur, et que mortelle chose",None,"DC0407: Plaisir, prouffit, honneur, advancement",None,27,None,None,,None,Romanesca,None,None,None,None,30,None,None,None,T,None,S,08/07/2013 21:01:27,None,None,"Romey, John",None,None,None,None,None,None,None,None,T
,,None,None,"DC0610.9: L’esprit est pront  mais infirme est la chair,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,35,None,None,,None,,None,None,None,None,36,None,None,None,None,None,None,08/07/2013 21:01:04,None,None,"Babcock, Stuart",None,None,None,None,NoCadence,None,None,None,None
,,None,None,"DC0407.5: Que n'est amour, lequel si voulois paindre",None,"DC0407: Plaisir, prouffit, honneur, advancement",None,25,None,None,,None,,None,None,None,None,26,None,None,None,None,None,None,08/07/2013 21:00:51,None,None,"Romey, John",None,None,None,None,NoCadence,None,None,None,None
,,None,PEn Tonal,"DC0407.5: Que n'est amour, lequel si voulois paindre",None,"DC0407: Plaisir, prouffit, honneur, advancement",None,22,None,None,,None,,None,None,None,None,25,None,None,None,None,S,T,08/07/2013 21:00:38,None,None,"Romey, John",None,None,None,None,None,None,None,None,None
,,S,None,"DC0610.9: L’esprit est pront  mais infirme est la chair,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,32,T,None,,None,,None,None,None,None,34,None,None,None,None,None,None,08/07/2013 21:00:33,B,None,"Babcock, Stuart",None,None,T,None,None,None,None,None,None
,,None,FI,"DC0407.5: Que n'est amour, lequel si voulois paindre",None,"DC0407: Plaisir, prouffit, honneur, advancement",None,20,None,None,,None,,None,None,None,None,21,None,None,None,None,None,Ct,08/07/2013 21:00:06,None,None,"Romey, John",None,Text Overlap,None,None,None,None,None,None,None
,,None,HR Dance,"DC0610.9: L’esprit est pront  mais infirme est la chair,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,32,None,None,,None,,None,None,None,None,36,None,None,None,None,None,None,08/07/2013 21:00:00,None,None,"Babcock, Stuart",None,None,None,None,None,None,None,None,None
,,None,None,DC0407.4: Que dire peulx amitié trop plus moindre,None,"DC0407: Plaisir, prouffit, honneur, advancement",None,16,None,None,,None,,None,None,None,None,21,2,None,None,None,None,None,08/07/2013 20:59:34,None,Exact,"Romey, John",None,None,None,None,None,None,None,Direct Repeat,None
Ct/B holdover ,,None,None,"DC0407.1: Plaisir, prouffit, honneur, advancement,",None,"DC0407: Plaisir, prouffit, honneur, advancement",None,10,None,None,,None,,None,None,None,None,17,1,None,None,None,None,None,08/07/2013 20:59:12,None,Varied,"Romey, John",None,Text Overlap,None,None,None,None,None,Direct Repeat,None
,,None,None,"DC0610.8: Dont se mocquant, dict la dame faschée,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,31,None,None,,None,,None,None,None,None,32,None,None,None,None,None,None,08/07/2013 20:58:49,None,None,"Babcock, Stuart",None,Text Pause,None,None,None,None,None,None,None
,,None,None,"DC0407.2: Maintz gens ont eu pour à l'amour attaindre,",None,"DC0407: Plaisir, prouffit, honneur, advancement",None,9,None,S,,None,,None,G,None,None,11,None,T,None,None,None,None,08/07/2013 20:58:42,None,None,"Romey, John",None,None,None,None,Authentic,None,None,None,None
,,None,None,"DC0610.8: Dont se mocquant, dict la dame faschée,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,30,None,None,,None,,None,D,None,None,31,None,None,None,None,None,None,08/07/2013 20:58:26,None,None,"Babcock, Stuart",None,None,None,None,Plagal,None,None,None,None
,,None,FI,"DC0407.2: Maintz gens ont eu pour à l'amour attaindre,",S,"DC0407: Plaisir, prouffit, honneur, advancement",None,6,None,None,,None,,None,None,None,None,7,None,None,None,None,S,Ct,08/07/2013 20:58:24,None,None,"Romey, John",None,None,None,None,None,None,None,None,None
,,None,HR Simple,"DC0610.8: Dont se mocquant, dict la dame faschée,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,28,None,None,,None,,None,None,None,None,31,None,None,None,None,None,None,08/07/2013 20:57:58,None,None,"Babcock, Stuart",None,None,None,None,None,None,None,None,None
S silent at resolution ,,None,None,"DC0407.1: Plaisir, prouffit, honneur, advancement,",None,"DC0407: Plaisir, prouffit, honneur, advancement",None,4,None,T,Incomplete,None,,None,None,None,None,5,None,None,None,None,None,None,08/07/2013 20:57:55,None,None,"Romey, John",None,None,None,None,Authentic,None,None,None,None
,,None,FI,"DC0407.1: Plaisir, prouffit, honneur, advancement,",None,"DC0407: Plaisir, prouffit, honneur, advancement",None,1,None,None,,None,,None,None,None,None,3,None,None,None,None,None,Ct,08/07/2013 20:57:01,None,None,"Romey, John",None,None,None,None,None,None,None,None,None
,,,,"DC0610.7: Plus de cent fois, et ne peult deslacher,",,DC0610: Un bon vieillard qui n'avoit que le bec,,25,,,,,,,B-flat,,,26,,,,,,,08/07/2013 20:48:10,,,"Babcock, Stuart",,None,,,Plagal,,,None,
,,None,HR Simple,"DC0610.7: Plus de cent fois, et ne peult deslacher,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,24,None,None,,None,,None,None,None,None,26,None,None,None,None,None,None,08/07/2013 20:47:48,None,None,"Babcock, Stuart",None,None,None,None,None,None,None,None,None
"""More than a hundred times"" is repeated, and each time ends with a cadential figure.",,None,None,"DC0610.7: Plus de cent fois, et ne peult deslacher,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,20,None,None,,None,,None,None,None,None,24,None,None,None,None,None,None,08/07/2013 20:47:09,None,None,"Babcock, Stuart",None,Text Representation,None,None,None,None,None,None,None
,,None,None,"DC0610.7: Plus de cent fois, et ne peult deslacher,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,23,None,S,,None,,None,B-flat,None,None,24,None,T,None,None,None,None,08/07/2013 20:45:54,None,None,"Babcock, Stuart",None,None,None,None,Authentic,None,None,None,None
,,None,None,"DC0610.7: Plus de cent fois, et ne peult deslacher,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,21,None,S,,None,,None,B-flat,None,None,22,None,T,None,None,None,None,08/07/2013 20:44:23,None,None,"Babcock, Stuart",None,None,None,None,Authentic,None,None,None,None
,,None,None,"DC0610.7: Plus de cent fois, et ne peult deslacher,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,20,None,None,,None,,None,None,None,None,21,None,None,None,None,None,None,08/07/2013 20:43:28,None,None,"Babcock, Stuart",None,Text Overlap,None,None,None,None,None,None,None
,,None,None,"DC0610.6: Il taste il monte assez pour l’escacher,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,20,None,None,,None,,None,None,None,None,21,None,None,None,None,None,None,08/07/2013 20:38:09,None,None,"Babcock, Stuart",None,None,None,None,NoCadence,None,None,None,None
,"Invertible Counterpoint, Stretto Fuga",,PEn,"DC0610.6: Il taste il monte assez pour l’escacher,",,DC0610: Un bon vieillard qui n'avoit que le bec,,19,,,,,,,None,,,21,,,,,S,Ct,08/07/2013 20:37:47,,,"Babcock, Stuart",,None,,,None,,,None,B
,,,HR Dance,"DC0610.6: Il taste il monte assez pour l’escacher,",,DC0610: Un bon vieillard qui n'avoit que le bec,,16,,,,,,,None,,,18,,,S,,,,08/07/2013 20:33:19,,,"Babcock, Stuart",,None,,T,None,,,None,
,,None,None,"DC0610.5: Pour tout payement luy chante ceste game,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,15,None,S,,None,,None,D,None,None,16,None,T,None,None,None,None,08/07/2013 20:31:45,None,None,"Babcock, Stuart",None,None,None,None,Authentic,None,None,None,None
