comment,other_contrapuntal,voices_p6_up,other_pres_type,phrase_number,voice_role_fifth,composition_number,voice_role_lo1_nim,start_measure,voices_p6_lo,cadence_role_cantz,cadence_alter,voice_role_fourth,other_formulas,voice_role_lo2_nim,cadence_final_tone,voice_role_up1_nim,voice_role_up2_nim,stop_measure,earlier_phrase,cadence_role_tenz,voices_p3_up,voice_role_un_oct,voice_role_dux2,voice_role_dux1,timestamp,voices_53_lo,repeat_exact_varied,analyst,voice_role_below,text_treatment,voices_53_up,voices_p3_lo,cadence_kind,voice_role_above,voice_role_com2,repeat_kind,voice_role_com1
,,None,None,"DC0610.4: Ne suis je pas ce dict-il bien infame,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,5,None,None,,None,,None,None,None,None,12,2,None,None,None,None,None,08/07/2013 20:28:10,None,Exact,"Babcock, Stuart",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,DC0610.3: De desir prou  mais de cela à sec.,None,DC0610: Un bon vieillard qui n'avoit que le bec,None,1,None,None,,None,,None,None,None,None,5,1,None,None,None,None,None,08/07/2013 20:27:35,None,Exact,"Babcock, Stuart",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,"DC0610.2: Se trouvant court pres d’une jeune dame,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,11,None,None,,None,,None,None,None,None,1,None,None,None,None,None,None,08/07/2013 20:27:10,None,None,"Babcock, Stuart",None,Text Pause,None,None,None,None,None,None,None
,,None,None,"DC0610.2: Se trouvant court pres d’une jeune dame,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,9,None,S,,None,,None,G,None,None,11,None,T,None,None,None,None,08/07/2013 20:25:11,None,None,"Babcock, Stuart",None,None,None,None,Authentic,None,None,None,None
,,S,None,"DC0610.2: Se trouvant court pres d’une jeune dame,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,9,T,None,,None,,None,None,None,None,9,None,None,Ct,None,None,None,08/07/2013 20:24:40,None,None,"Babcock, Stuart",None,None,None,T,None,None,None,None,None
Between the tenor and the bassus we have a rare case of parallel octaves.,,None,None,"DC0610.2: Se trouvant court pres d’une jeune dame,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,6,None,None,,None,,None,None,None,None,6,None,None,None,None,None,None,08/07/2013 20:23:26,None,None,"Babcock, Stuart",None,None,None,None,None,None,None,None,None
,,None,FI,"DC0610.2: Se trouvant court pres d’une jeune dame,",B,DC0610: Un bon vieillard qui n'avoit que le bec,None,5,None,None,,None,,None,None,None,None,7,None,None,None,None,None,T,08/07/2013 20:22:43,None,None,"Babcock, Stuart",None,None,None,None,None,None,None,None,B
,,None,None,"DC0610.1: Un bon vieillard qui n'avoit que le bec,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,4,None,None,,None,,None,None,None,None,5,None,None,None,None,None,None,08/07/2013 20:19:28,None,None,"Babcock, Stuart",None,None,None,None,NoCadence,None,None,None,None
,"Invertible Counterpoint, Stretto Fuga",None,PEn,"DC0610.1: Un bon vieillard qui n'avoit que le bec,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,2,None,None,,None,,None,None,None,None,3,None,None,None,S,B,T,08/07/2013 20:19:03,None,None,"Babcock, Stuart",None,None,None,None,None,None,None,None,S
,,None,HR Simple,"DC0610.1: Un bon vieillard qui n'avoit que le bec,",None,DC0610: Un bon vieillard qui n'avoit que le bec,None,1,None,None,,None,,None,None,None,None,2,None,None,None,None,None,None,08/07/2013 20:18:07,None,None,"Babcock, Stuart",None,None,None,None,None,None,None,None,None
,,None,None,DC0704.8: Plus que les dieux m'estimerois contente.,None,DC0704: Mon ami est en grace si parfaict,None,23,None,None,,None,,None,None,None,None,28,2,None,None,None,None,None,08/07/2013 13:41:51,None,Exact,"Magruder, Katherine",None,None,None,None,None,None,None,Da Capo,None
Text pause changes value of first note.,,,,"DC0704.7: Las si j'osois à moy seule te dire,",,DC0704: Mon ami est en grace si parfaict,,19,,,,,,,None,,,22,1,,,,,,08/07/2013 13:40:46,,Varied,"Magruder, Katherine",,None,,,None,,,Da Capo,
,,None,None,"DC0704.6: Avoir pour soy, ô conqueste excellente,",None,DC0704: Mon ami est en grace si parfaict,None,17,None,Ct,Displaced,None,,None,D,None,None,18,None,B,None,None,None,None,08/07/2013 13:39:17,None,None,"Magruder, Katherine",None,None,None,None,Phrygian,None,None,None,None
,,S,HR Simple,"DC0704.6: Avoir pour soy, ô conqueste excellente,",None,DC0704: Mon ami est en grace si parfaict,None,17,T,None,,None,,None,None,None,None,17,None,None,None,None,None,None,08/07/2013 13:38:42,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,None,DC0704.5: Car comme moy un chascun le desire,None,DC0704: Mon ami est en grace si parfaict,None,15,None,S,Incomplete,None,,None,G,None,None,16,None,T,None,None,None,None,08/07/2013 13:38:13,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,None,DC0704.5: Car comme moy un chascun le desire,None,DC0704: Mon ami est en grace si parfaict,None,14,None,None,,None,,None,None,None,None,15,None,None,Ct,None,None,None,08/07/2013 13:37:44,None,None,"Magruder, Katherine",None,None,None,T,None,None,None,None,None
,,S,None,DC0704.5: Car comme moy un chascun le desire,None,DC0704: Mon ami est en grace si parfaict,None,13,T,None,,None,,None,None,None,None,13,None,None,None,None,None,None,08/07/2013 13:37:24,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,FI,DC0704.5: Car comme moy un chascun le desire,None,DC0704: Mon ami est en grace si parfaict,None,10,None,None,,None,,None,None,None,None,12,None,None,None,T,None,S,08/07/2013 13:37:06,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,T
,,None,HR Stagger,DC0704.5: Car comme moy un chascun le desire,None,DC0704: Mon ami est en grace si parfaict,None,10,None,None,,None,,None,None,None,None,11,None,None,None,None,None,None,08/07/2013 13:36:34,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,None,"DC0704.4: Estre doubteuse, et en si grand martyre,",None,DC0704: Mon ami est en grace si parfaict,None,4,None,None,,None,,None,None,None,None,10,2,None,None,None,None,None,08/07/2013 13:36:09,None,Exact,"Magruder, Katherine",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,DC0704.3: Helas voyla tout ce qui tant me faict,None,DC0704: Mon ami est en grace si parfaict,None,1,None,None,,None,,None,None,None,None,5,1,None,None,None,None,None,08/07/2013 13:35:24,None,Exact,"Magruder, Katherine",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,"DC0704.2: Que d'un chascun à soy le cœur il tire,",None,DC0704: Mon ami est en grace si parfaict,None,8,None,S,,None,,None,G,None,None,10,None,T,None,None,None,None,08/07/2013 13:35:01,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,None,"DC0704.2: Que d'un chascun à soy le cœur il tire,",None,DC0704: Mon ami est en grace si parfaict,None,6,None,None,,None,,None,None,None,None,7,None,None,None,None,None,None,08/07/2013 13:34:34,B,None,"Magruder, Katherine",None,None,S,None,None,None,None,None,None
,,None,None,"DC0704.2: Que d'un chascun à soy le cœur il tire,",None,DC0704: Mon ami est en grace si parfaict,None,6,None,None,,None,,None,None,None,None,6,None,None,S,None,None,None,08/07/2013 13:34:01,None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
,,None,HR Simple,"DC0704.2: Que d'un chascun à soy le cœur il tire,",None,DC0704: Mon ami est en grace si parfaict,None,5,None,None,,None,,None,None,None,None,5,None,None,None,None,None,None,08/07/2013 13:33:42,None,None,"Magruder, Katherine",None,Text Pause,None,None,None,None,None,None,None
,,None,None,"DC0704.1: Mon amy est en grace si perfaict,",None,DC0704: Mon ami est en grace si parfaict,None,4,None,T,"Displaced, Inverted, Evaded",None,,None,D,None,None,4,None,Ct,None,None,None,None,08/07/2013 13:33:13,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,FI,"DC0704.1: Mon amy est en grace si perfaict,",None,DC0704: Mon ami est en grace si parfaict,None,2,None,None,,Ct,,None,None,None,None,3,None,None,S,None,None,S,08/07/2013 13:32:34,None,None,"Magruder, Katherine",None,None,None,T,None,None,None,None,Ct
,,None,HR Simple,"DC0704.1: Mon amy est en grace si perfaict,",None,DC0704: Mon ami est en grace si parfaict,None,1,None,None,,None,,None,None,None,None,3,None,None,T,None,None,None,08/07/2013 13:32:01,None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
,,None,None,DC0703.10: Nostre curé souvent m'en a preschée.,None,DC0703: Un bon vieillard qui n'avoit que le bec,None,42,None,S,,None,,None,G,None,None,45,None,T,None,None,None,None,08/07/2013 13:28:12,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,None,DC0703.10: Nostre curé souvent m'en a preschée.,None,DC0703: Un bon vieillard qui n'avoit que le bec,None,40,None,Ct,"Displaced, Incomplete",None,,None,D,None,None,41,None,B,None,None,None,None,08/07/2013 13:27:45,None,None,"Magruder, Katherine",None,None,None,None,Phrygian,None,None,None,None
,,None,PEn,DC0703.10: Nostre curé souvent m'en a preschée.,None,DC0703: Un bon vieillard qui n'avoit que le bec,None,40,None,None,,None,,None,None,None,None,42,None,None,None,Ct,T,S,08/07/2013 13:26:39,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,Ct
,,None,None,DC0703.10: Nostre curé souvent m'en a preschée.,None,DC0703: Un bon vieillard qui n'avoit que le bec,None,39,None,None,,None,,None,None,None,None,39,None,None,S,None,None,None,08/07/2013 13:25:51,None,None,"Magruder, Katherine",None,None,None,T,None,None,None,None,None
,,None,ID,DC0703.10: Nostre curé souvent m'en a preschée.,T,DC0703: Un bon vieillard qui n'avoit que le bec,None,36,None,None,,None,,None,None,None,None,38,None,None,None,None,S,Ct,08/07/2013 13:25:28,None,None,"Magruder, Katherine",None,None,None,None,None,None,B,None,T
,,None,None,DC0703.10: Nostre curé souvent m'en a preschée.,None,DC0703: Un bon vieillard qui n'avoit que le bec,None,36,None,None,,None,,None,None,None,None,36,None,None,None,None,None,None,08/07/2013 13:24:54,None,None,"Magruder, Katherine",None,Text Overlap,None,None,None,None,None,None,None
,,None,None,"DC0703.9: L'esprit est prompt  mais infirme est la chair,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,35,None,S,,None,,None,B-flat,None,None,36,None,T,None,None,None,None,08/07/2013 13:24:30,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,PEn,"DC0703.9: L'esprit est prompt  mais infirme est la chair,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,31,None,None,,None,,None,None,None,None,35,None,None,None,B,T,S,08/07/2013 13:23:58,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,B
,,None,None,"DC0703.9: L'esprit est prompt  mais infirme est la chair,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,30,None,None,,None,,None,None,None,None,30,None,None,None,None,None,None,08/07/2013 13:23:23,None,None,"Magruder, Katherine",None,Text Overlap,None,None,None,None,None,None,None
,,None,None,"DC0703.8: Dont se moquant dict la dame faschée,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,29,None,S,,None,,None,D,None,None,30,None,T,None,None,None,None,08/07/2013 13:23:00,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,FI,"DC0703.8: Dont se moquant dict la dame faschée,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,25,None,None,,None,,None,None,None,None,28,None,None,None,S,None,B,08/07/2013 13:22:28,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,S
,,None,None,"DC0703.7: Plus de cent fois, et ne peult deslascher,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,23,None,S,,None,,None,B-flat,None,None,24,None,T,None,None,None,None,08/07/2013 13:21:43,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,ID,"DC0703.7: Plus de cent fois, et ne peult deslascher,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,21,None,None,,None,,None,None,None,None,23,None,None,None,Ct,T,S,08/07/2013 13:21:15,None,None,"Magruder, Katherine",None,None,None,None,None,None,B,None,Ct
,,None,None,"DC0703.6: Il taste, il monte assez pour l'escacher,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,20,None,Ct,Displaced,None,,None,D,None,None,20,None,B,None,None,None,None,08/07/2013 13:18:24,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,None,"DC0703.6: Il taste, il monte assez pour l'escacher,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,19,None,None,,None,,None,None,None,None,19,None,None,Ct,None,None,None,08/07/2013 13:17:53,None,None,"Magruder, Katherine",None,None,None,T,None,None,None,None,None
,,None,FI,"DC0703.6: Il taste, il monte assez pour l'escacher,",B,DC0703: Un bon vieillard qui n'avoit que le bec,None,15,None,None,,None,,None,None,None,None,17,None,None,None,None,None,T,08/07/2013 13:17:30,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,B
,,None,None,"DC0703.6: Il taste, il monte assez pour l'escacher,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,18,None,None,,None,,None,None,None,None,18,None,None,None,None,None,None,08/07/2013 13:16:58,None,None,"Magruder, Katherine",None,None,B,T,None,None,None,None,None
,,None,None,"DC0703.5: Pour tout payement luy chante ceste game,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,15,None,S,,None,,None,A,None,None,15,None,T,None,None,None,None,08/07/2013 13:16:34,None,None,"Magruder, Katherine",None,None,None,None,Phrygian,None,None,None,None
,,None,FI,"DC0703.5: Pour tout payement luy chante ceste game,",T,DC0703: Un bon vieillard qui n'avoit que le bec,None,12,None,None,,None,,None,None,None,None,15,None,None,None,None,None,B,08/07/2013 13:15:38,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,T
,,None,None,"DC0703.5: Pour tout payement luy chante ceste game,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,13,None,None,,None,,None,None,None,None,13,None,None,S,None,None,None,08/07/2013 13:14:58,None,None,"Magruder, Katherine",None,None,None,Ct,None,None,None,None,None
@ 6 above.,,None,PEn,"DC0703.5: Pour tout payement luy chante ceste game,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,10,None,None,,None,,None,None,None,None,11,None,None,None,None,T,Ct,08/07/2013 13:14:28,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,S
,,None,None,"DC0703.4: Ne suis-je pas (ce dict il) bien infame,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,4,None,None,,None,,None,None,None,None,10,2,None,None,None,None,None,08/07/2013 13:13:08,None,Varied,"Magruder, Katherine",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,"DC0703.3: De desir prou  mais de cela à sec,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,1,None,None,,None,,None,None,None,None,5,1,None,None,None,None,None,08/07/2013 13:12:38,None,Exact,"Magruder, Katherine",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,"DC0703.2: Se trouvant court pres d'une jeune dame,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,8,None,S,,None,,None,G,None,None,9,None,T,None,None,None,None,08/07/2013 13:12:14,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,None,"DC0703.2: Se trouvant court pres d'une jeune dame,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,7,None,None,,None,,None,None,None,None,7,None,None,S,None,None,None,08/07/2013 13:11:52,None,None,"Magruder, Katherine",None,None,None,Ct,None,None,None,None,None
,,S,None,"DC0703.2: Se trouvant court pres d'une jeune dame,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,6,T,None,,None,,None,None,None,None,7,None,None,None,None,None,None,08/07/2013 13:11:29,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,None,"DC0703.2: Se trouvant court pres d'une jeune dame,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,6,None,None,,None,,None,None,None,None,6,None,None,Ct,None,None,None,08/07/2013 13:11:09,None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
,,None,None,"DC0703.2: Se trouvant court pres d'une jeune dame,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,4,None,None,,None,,None,None,None,None,5,None,None,None,None,None,None,08/07/2013 13:10:43,None,None,"Magruder, Katherine",None,Text Overlap,None,None,None,None,None,None,None
,,None,None,"DC0703.1: Un bon vieillard qui n'avoit que le bec,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,4,None,Ct,Displaced,None,,None,D,None,None,5,None,B,None,None,None,None,08/07/2013 13:10:06,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,None,"DC0703.1: Un bon vieillard qui n'avoit que le bec,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,4,None,None,,None,,None,None,None,None,4,None,None,T,None,None,None,08/07/2013 13:09:31,None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
,,S,None,"DC0703.1: Un bon vieillard qui n'avoit que le bec,",None,DC0703: Un bon vieillard qui n'avoit que le bec,None,2,T,None,,None,,None,None,None,None,3,None,None,None,None,None,None,08/07/2013 13:09:12,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,PEn,"DC0703.1: Un bon vieillard qui n'avoit que le bec,",T,DC0703: Un bon vieillard qui n'avoit que le bec,None,1,None,None,,None,,None,None,None,None,2,None,None,None,None,Ct,S,08/07/2013 13:08:36,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,T
,,None,None,DC0702.8: Ny a Dieu qui n'en fut tenté.,None,DC0702: Je suis bien aise qu'elle est belle,None,26,None,S,,None,,None,D,None,None,28,None,T,None,None,None,None,08/07/2013 12:53:26,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
